conversation_id_str,created_at,favorite_count,Tweet,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1940233457357266980,Wed Jul 02 02:17:58 +0000 2025,0,Kami pandang @KejaksaanRI (Jamwas) Harus turun tangan dalam perkara ini !! https://t.co/P7L82bpaiN https://t.co/1Ktkj1PBPV,1940233457357266980,https://pbs.twimg.com/media/Gu0YClUXkAANl7m.jpg,,in,,0,0,0,https://x.com/undefined/status/1940233457357266980,1083301516646133760,
1939171595110752495,Wed Jul 02 02:08:34 +0000 2025,0,@neohistoria_id Enak aja . G akan dengar namanya korupsi begal rampok . Sejahtera kerjaan ada. Kehidupan nyaman.,1940231090838675694,,neohistoria_id,in,,0,0,0,https://x.com/undefined/status/1940231090838675694,1794684387830964224,
1940226523409043804,Wed Jul 02 01:50:25 +0000 2025,0,Kasus Dugaan Korupsi Chromebook: Kejagung Periksa 6 Saksi Termasuk Staf Khusus Menteri https://t.co/tacoOhGjzN,1940226523409043804,,,in,,0,0,0,https://x.com/undefined/status/1940226523409043804,1578222594,
1940215485452493121,Wed Jul 02 01:06:33 +0000 2025,1,Usai Dirut Diperiksa PT Pintu Kemana Saja Ngaku Siap Bantu KPK Usut Korupsi di ASDP https://t.co/50v4FHW5Au,1940215485452493121,,,in,,0,0,0,https://x.com/undefined/status/1940215485452493121,41730943,
1940205912041693634,Wed Jul 02 00:28:31 +0000 2025,5,Dari semula kerugian negara dalam kasus korupsi minyak mentah disampaikan Rp 193 7 triliun tim Jampidsus hanya mampu menyita aset kurang Rp 1 triliun. https://t.co/W1x7vPSOFj,1940205912041693634,,,in,,1,2,3,https://x.com/undefined/status/1940205912041693634,22126902,
1940200123037839514,Wed Jul 02 00:05:31 +0000 2025,0,Korupsi Pasar Jelok Boyo https://t.co/7Ce273vaSD https://t.co/YIq2Nq3mFT,1940200123037839514,https://pbs.twimg.com/media/Guz5urYWIAAb08G.jpg,,in,,0,0,0,https://x.com/undefined/status/1940200123037839514,155169715,
1940156451055706473,Tue Jul 01 21:11:58 +0000 2025,0,Khofifah Siap Penuhi Panggilan KPK Terkait Dugaan Korupsi Dana Hibah Jatim https://t.co/KjjB03Zpmj,1940156451055706473,,,in,,0,0,0,https://x.com/undefined/status/1940156451055706473,1700208052811739138,
1940123984491954202,Tue Jul 01 19:02:58 +0000 2025,0,Soal Korupsi Impor Gula Tim Lembong Ungkap Peran Jokowi Telepon hingga Pertemuan Empat mata https://t.co/ElHqZZxybb,1940123984491954202,,,in,,0,0,0,https://x.com/undefined/status/1940123984491954202,1238486702550728706,
1940096082526314753,Tue Jul 01 17:12:05 +0000 2025,0,https://t.co/OMLGpbdnH0 JurnalPatroliNews Jakarta Kejaksaan Agung RI melalui tim penyidik di bawah Direktorat Penyidikan Jaksa Agung Muda Tindak Pidana Khusus (JAM PIDSUS) memeriksa enam orang saksi yang diduga memiliki keterkaitan dalam perkara korupsi,1940096082526314753,,,in,,0,0,0,https://x.com/undefined/status/1940096082526314753,1507307226058223618,
1940085494500794718,Tue Jul 01 16:30:01 +0000 2025,0,https://t.co/E4bmXNQo6X JurnalPatroliNews Sukoharjo Tim penyidik dari Direktorat Penyidikan Jaksa Agung Muda Tindak Pidana Khusus (JAM,1940085494500794718,,,in,,0,0,0,https://x.com/undefined/status/1940085494500794718,1507307226058223618,
