conversation_id_str,created_at,favorite_count,Tweet,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1940259547266027712,Wed Jul 02 04:01:39 +0000 2025,0,https://t.co/1a8xumevOF,1940259547266027712,,,zxx,,0,0,0,https://x.com/undefined/status/1940259547266027712,1897602862743719937,
1940259184370708857,Wed Jul 02 04:00:12 +0000 2025,0,Nurhadi sempat menjabat sebagai Sekretaris Mahkamah Agung (MA) selama 5 tahun lamanya. Namun saat mengemban amanah itu ia terlibat kasus korupsi hingga dijebloskan ke penjara. https://t.co/sTZtgBl9qh,1940259184370708857,,,in,,0,0,0,https://x.com/undefined/status/1940259184370708857,1666299675329298433,
1940254356315701307,Wed Jul 02 03:41:01 +0000 2025,0,Baru Bebas Eks Sekretaris MA Nurhadi Kembali Ditangkap KPK atas Kasus TPPU https://t.co/jY4DhY9Svw #korupsi,1940254356315701307,,,in,,0,0,0,https://x.com/undefined/status/1940254356315701307,1747432245655478272,
1940254023988498500,Wed Jul 02 03:39:42 +0000 2025,0,Kejagung Geledah Rumah Bos Sritex Temukan Miliaran Rupiah dalam Plastik Bergambar Kartun Disney https://t.co/SV0FeAVWys #korupsi,1940254023988498500,,,in,,0,0,0,https://x.com/undefined/status/1940254023988498500,1747432245655478272,
1940253618214727818,Wed Jul 02 03:38:05 +0000 2025,0,Manajemen PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) buka suara terkait kasus dugaan korupsi dalam pengadaan mesin electronic data capture (EDC). https://t.co/vgqqPoYAvp #kasuskorupsi #mesinedc #bankbumn #komisipemberantasankorupsi,1940253618214727818,,,in,,0,0,0,https://x.com/undefined/status/1940253618214727818,1450957656,
1940245938854907977,Wed Jul 02 03:07:34 +0000 2025,0,Bekas Sekretaris MA Nurhadi baru sekejap menghirup udara bebas karena langsung ditangkap lagi oleh Komisi Pemberantasan Korupsi. Mengapa hal ini terjadi? #KompasBrief #Kompas60 https://t.co/fsdbXW92KH,1940245938854907977,,,in,,0,0,0,https://x.com/undefined/status/1940245938854907977,79237556,
1940245710995161261,Wed Jul 02 03:06:40 +0000 2025,0,Bekas Sekretaris MA Nurhadi baru sekejap menghirup udara bebas karena langsung ditangkap lagi oleh Komisi Pemberantasan Korupsi. Mengapa hal ini terjadi? #KompasBrief #Kompas60 https://t.co/cjiuZo5ZfQ,1940245710995161261,,,in,,0,0,0,https://x.com/undefined/status/1940245710995161261,255866913,
1940245535077855716,Wed Jul 02 03:05:58 +0000 2025,0,Update! Sidang Lanjutan Tom Lembong di Kasus Korupsi Impor Gula https://t.co/CEXdx56wZR,1940245535077855716,,,in,,0,0,0,https://x.com/undefined/status/1940245535077855716,1854509563611070464,
1940245473098392035,Wed Jul 02 03:05:43 +0000 2025,0,Bekas Sekretaris MA Nurhadi baru sekejap menghirup udara bebas karena langsung ditangkap lagi oleh Komisi Pemberantasan Korupsi. Mengapa hal ini terjadi? #KompasBrief #Kompas60 https://t.co/cNdBKYCQlB,1940245473098392035,,,in,,0,0,0,https://x.com/undefined/status/1940245473098392035,771030588,
1940244541090521221,Wed Jul 02 03:02:01 +0000 2025,0,Bekas Sekretaris MA Nurhadi baru sekejap menghirup udara bebas karena langsung ditangkap lagi oleh Komisi Pemberantasan Korupsi. Mengapa hal ini terjadi? #Polhuk #Kompas60 https://t.co/R1calaMZVb,1940244541090521221,,,in,,0,0,0,https://x.com/undefined/status/1940244541090521221,255866913,
