conversation_id_str,created_at,favorite_count,Tweet,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1926235027353829712,Tue Jun 03 11:48:18 +0000 2025,0,@newscientist @CERN @AsteroidWatch @NASAEarth @SpaceX https://t.co/MFXTkL0Obd The Darkest places of hell are reserved for those who maintain their neutrality in times of moral crisis. - Dante Alighieri Inferno #MIvsPBKS #LaCasaDeLosFamososCol #kaburajadulu #Trump #ElonMusk #IndonesiaOpen2025 https://t.co/DfgXe8zFSL,1929867739096928589,https://pbs.twimg.com/media/GshEezAaAAAokBv.jpg,RizkyRakp,en,,0,0,0,https://x.com/undefined/status/1929867739096928589,1597970410574082054,
1929322344025063576,Sun Jun 01 23:49:32 +0000 2025,1,@logos_id Dare enough to leave my hometown Bukan saran yang bijak dan berlaku ke semua orang... tapi merantau dari jawa barat aja udh good deals buat saya Gatau kenapa lebih care org2 rantau saat kita kelaparan... Sisanya hayuk ikhtiar supaya ada pekerjaan tetap disana... #kaburajadulu,1929324464279335218,,logos_id,in,,0,0,0,https://x.com/undefined/status/1929324464279335218,1095948466293923840,
1929091640947359925,Sun Jun 01 08:24:22 +0000 2025,0,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/hni8NwBMIO,1929091640947359925,,,qme,,0,0,0,https://x.com/undefined/status/1929091640947359925,2371525832,
1929091550719746413,Sun Jun 01 08:24:01 +0000 2025,0,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/pWaarmEOkE,1929091550719746413,,,qme,,0,0,0,https://x.com/undefined/status/1929091550719746413,2371525832,
1929091461699473430,Sun Jun 01 08:23:39 +0000 2025,0,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/J94yCLTqGb,1929091461699473430,,,qme,,0,0,0,https://x.com/undefined/status/1929091461699473430,2371525832,
1929091388626309273,Sun Jun 01 08:23:22 +0000 2025,1,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/xyA3a63Bkh,1929091388626309273,,,qme,,0,0,1,https://x.com/undefined/status/1929091388626309273,2371525832,
1929091245273399652,Sun Jun 01 08:22:48 +0000 2025,0,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/2vj0xDOWUK,1929091245273399652,,,qme,,0,0,0,https://x.com/undefined/status/1929091245273399652,2371525832,
1929091139233058866,Sun Jun 01 08:22:23 +0000 2025,0,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/pnpuQVUCAq,1929091139233058866,,,qme,,0,0,0,https://x.com/undefined/status/1929091139233058866,2371525832,
1929059259897016450,Sun Jun 01 06:43:23 +0000 2025,3,@el_jastip @rodadotco @MasMasBiassaa @Aerio_Id Biasanya: 1. Orang FOMO ada mobil baru lain 2. Tiba2 dpt rejeki berlimpah jd mau upgrade 3. Tiba2 butuh uang terpaksa jual aset 4. Perubahan situasi misal tiba2 hamil butuh MPV 5. Kesempatan #KaburAjaDulu jd mobil di Indonesia tdk terpakai lg 5. Sekedar nyesel gak cocok aja,1929066228376555682,,el_jastip,in,,2,0,1,https://x.com/undefined/status/1929066228376555682,1484423320632438789,
1888842032619323543,Fri May 30 07:01:02 +0000 2025,1,#KaburAjaDulu https://t.co/L4GikgUtX9 https://t.co/lCOBsJLBPe,1928345892555215057,https://pbs.twimg.com/media/GsLcXGUacAAD1Mi.jpg,pinjollaknat,qme,,0,1,0,https://x.com/undefined/status/1928345892555215057,1373627071386185736,
1925389917951316197,Thu May 22 14:03:37 +0000 2025,110,@historia_id pelopor kaburajadulu (ke Yordania),1925553135915081906,,historia_id,in,,0,0,4,https://x.com/undefined/status/1925553135915081906,1298490649419759617,
1919365435054809501,Mon May 05 13:20:03 +0000 2025,3,@id_lgk Tim mengalami penurunan sejak gagal quadraple 2022: -Mane Firmino Fabinho out -gagal masuk UCL -Klopp out -Virgil Mo Salah masih belum renew contract -Tidak terlihat itikad FSG memperkuat tim selalu kami puas dg squad yg ada . mungkin dia mikir #KaburAjaDulu FSG telat !,1919381579178353025,,id_lgk,in,,0,1,0,https://x.com/undefined/status/1919381579178353025,1351877343522942976,
