conversation_id_str,created_at,favorite_count,Tweet,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1940712119583809877,Thu Jul 03 10:00:00 +0000 2025,0,Mau pulang ke Indonesia setelah #KaburAjaDulu? Yuk cek dulu aturan terbaru soal impor barang pindahan! https://t.co/0HHZIkcASR,1940712119583809877,,,in,,0,0,0,https://x.com/undefined/status/1940712119583809877,874558344593195008,
1939920021817630973,Tue Jul 01 08:01:28 +0000 2025,0,@neohistoria_id #KaburAjaDulu,1939957513002143823,,neohistoria_id,qme,,0,0,0,https://x.com/undefined/status/1939957513002143823,1444683872097034244,
1939881377048260701,Tue Jul 01 02:58:56 +0000 2025,1, SMT Program Indonesia hadir kembali! Kesempatan EMAS buat kamu mahasiswa Indonesia yang ingin belajar langsung dari pakar Korea dan punya impian ke Korea GRATIS tanpa biaya! #kelasGratis #magangID #korea #kaburajadulu #gratis https://t.co/4mPt0Stl0A,1939881377048260701,https://pbs.twimg.com/media/GuvX04zboAAKYo4.jpg,,in,,0,1,0,https://x.com/undefined/status/1939881377048260701,1332861550646857728,
1937769802376089969,Wed Jun 25 07:08:17 +0000 2025,0,INI PENGERTIAN NYA SAMA GA SIH DENGAN #KABURAJADULU ? https://t.co/xBIQq0Jb6j,1937769802376089969,,,in,,0,0,0,https://x.com/undefined/status/1937769802376089969,1902277357068808193,
1935600199508111382,Thu Jun 19 11:08:28 +0000 2025,0,@Arbiarso_W yup. KALAU LEMAH DAN MALAS JANGAN SUKA NGAJAK2 berlaku juga utk seluruh hal. KALAU KAMU BURUK JGN NGAJAK2. males bersih2 males belajar ga mau perbaiki adab masyrakat ID dll. jgn ngajak orang2 utk jangan jalan kaki ngajak utk ga baca kaburajadulu dll..,1935655919549116523,,Arbiarso_W,in,,0,0,0,https://x.com/undefined/status/1935655919549116523,778692608,
1934111410675716400,Sun Jun 15 04:51:09 +0000 2025,0,Ini disebut fenomena brain drain dan makin banyak yang relate! Daripada pulsa kamu nganggur convert aja di https://t.co/q126nCQX4a Rate tinggi ⏰ Admin 24 jam standby Bisa jadi bekal buat kamu yang juga pengen #kaburajadulu,1934111412680618213,,yukconvertid,in,,0,0,0,https://x.com/undefined/status/1934111412680618213,1859456848728129536,
1933942959344603490,Sat Jun 14 17:41:47 +0000 2025,2,Wah katanya hero kau @netanyahu kok bisa kabur begono. Alm Yahya Sinwar aja hadapi puluhan pasukan sampai titik darah penghabisan. Kabur kok Yunani harusnya kabur tuh ke Indonesia pasti disambut sama pasukan zionis pesek ini @ProfOnline_id @I_love_Israel7 #KaburAjaDulu https://t.co/1EYqZKCNbR,1933942959344603490,https://pbs.twimg.com/media/Gta-3k3bsAIpnMj.jpg,,in,,0,1,1,https://x.com/undefined/status/1933942959344603490,1570642985527971840,
1933796543590748428,Sat Jun 14 07:59:58 +0000 2025,0,Berburu Dollar #KaburAjaDulu - Hadi Hartono Reihan 24 tahun sarjana ekonomi dari universitas negeri ternama. Dengan IPK nyaris sempurna dan se... Baca selengkapnya di aplikasi KBM App. Klik link di bawah: https://t.co/CtFRs6dSeE,1933796543590748428,,,in,,0,0,0,https://x.com/undefined/status/1933796543590748428,1877488346035105792,
1933431370564710441,Fri Jun 13 23:23:32 +0000 2025,0,@mkbijaksana btw aku jg lg jual ebook buat belajar bhs asing nih ada persiapan ielts hsk minna no nihongo sama bahasa korea terpadu. cus langsung klik aja: https://t.co/UxUarvdo7b,1933666576479461617,,mkbijaksana,in,,0,0,0,https://x.com/undefined/status/1933666576479461617,1917802358836453378,
1933445496720535692,Fri Jun 13 08:45:02 +0000 2025,0,https://t.co/Y5LWsGo98L Wajar mahasiswa #KaburAjaDulu laah wong menteri pendidikan kita kayak gini GOBLOK-nya.,1933445496720535692,,,in,,0,0,0,https://x.com/undefined/status/1933445496720535692,1820324389239570432,
1933157992758923588,Fri Jun 13 03:13:24 +0000 2025,0,@aingriwehuy ayo Rafa #kaburajadulu ,1933362037985546604,,aingriwehuy,es,,0,0,0,https://x.com/undefined/status/1933362037985546604,216280481,
1926235027353829712,Tue Jun 03 11:48:18 +0000 2025,0,@newscientist @CERN @AsteroidWatch @NASAEarth @SpaceX https://t.co/MFXTkL0Obd The Darkest places of hell are reserved for those who maintain their neutrality in times of moral crisis. - Dante Alighieri Inferno #MIvsPBKS #LaCasaDeLosFamososCol #kaburajadulu #Trump #ElonMusk #IndonesiaOpen2025 https://t.co/DfgXe8zFSL,1929867739096928589,https://pbs.twimg.com/media/GshEezAaAAAokBv.jpg,RizkyRakp,en,,0,0,0,https://x.com/undefined/status/1929867739096928589,1597970410574082054,
1929322344025063576,Sun Jun 01 23:49:32 +0000 2025,1,@logos_id Dare enough to leave my hometown Bukan saran yang bijak dan berlaku ke semua orang... tapi merantau dari jawa barat aja udh good deals buat saya Gatau kenapa lebih care org2 rantau saat kita kelaparan... Sisanya hayuk ikhtiar supaya ada pekerjaan tetap disana... #kaburajadulu,1929324464279335218,,logos_id,in,,0,0,0,https://x.com/undefined/status/1929324464279335218,1095948466293923840,
1929091640947359925,Sun Jun 01 08:24:22 +0000 2025,0,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/hni8NwBMIO,1929091640947359925,,,qme,,0,0,0,https://x.com/undefined/status/1929091640947359925,2371525832,
1929091550719746413,Sun Jun 01 08:24:01 +0000 2025,0,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/pWaarmEOkE,1929091550719746413,,,qme,,0,0,0,https://x.com/undefined/status/1929091550719746413,2371525832,
1929091461699473430,Sun Jun 01 08:23:39 +0000 2025,0,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/J94yCLTqGb,1929091461699473430,,,qme,,0,0,0,https://x.com/undefined/status/1929091461699473430,2371525832,
1929091388626309273,Sun Jun 01 08:23:22 +0000 2025,1,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/xyA3a63Bkh,1929091388626309273,,,qme,,0,0,1,https://x.com/undefined/status/1929091388626309273,2371525832,
1929091245273399652,Sun Jun 01 08:22:48 +0000 2025,0,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/2vj0xDOWUK,1929091245273399652,,,qme,,0,0,0,https://x.com/undefined/status/1929091245273399652,2371525832,
1929091139233058866,Sun Jun 01 08:22:23 +0000 2025,0,#KaburAjaDulu #BersamaRakyat #PERFECT10LINERSinJAPANR1 #TravelokaFairGandariaCity #PajamaDriveJKT48 #IndonesiaTrend #ViralIndonesia https://t.co/pnpuQVUCAq,1929091139233058866,,,qme,,0,0,0,https://x.com/undefined/status/1929091139233058866,2371525832,
1929059259897016450,Sun Jun 01 06:43:23 +0000 2025,3,@el_jastip @rodadotco @MasMasBiassaa @Aerio_Id Biasanya: 1. Orang FOMO ada mobil baru lain 2. Tiba2 dpt rejeki berlimpah jd mau upgrade 3. Tiba2 butuh uang terpaksa jual aset 4. Perubahan situasi misal tiba2 hamil butuh MPV 5. Kesempatan #KaburAjaDulu jd mobil di Indonesia tdk terpakai lg 5. Sekedar nyesel gak cocok aja,1929066228376555682,,el_jastip,in,,2,0,1,https://x.com/undefined/status/1929066228376555682,1484423320632438789,
1888842032619323543,Fri May 30 07:01:02 +0000 2025,1,#KaburAjaDulu https://t.co/L4GikgUtX9 https://t.co/lCOBsJLBPe,1928345892555215057,https://pbs.twimg.com/media/GsLcXGUacAAD1Mi.jpg,pinjollaknat,qme,,0,1,0,https://x.com/undefined/status/1928345892555215057,1373627071386185736,
1925389917951316197,Thu May 22 14:03:37 +0000 2025,110,@historia_id pelopor kaburajadulu (ke Yordania),1925553135915081906,,historia_id,in,,0,0,4,https://x.com/undefined/status/1925553135915081906,1298490649419759617,
1925102398261101015,Wed May 21 08:12:33 +0000 2025,0,Yang suka ngoprek atau bongkar-bongkar ini alat wajib punya! Serbaguna &amp; bikin kerjaan beres! Cek aja: https://t.co/ZILLFmaXYH #ShopeeFinds #KunciAjaib #KaburAjaDulu https://t.co/6oc5Pts1ck,1925102398261101015,https://pbs.twimg.com/media/GrdWbQxbAAIycvA.jpg,,in,,0,0,0,https://x.com/undefined/status/1925102398261101015,1812534574729306112,
1924704740723851700,Tue May 20 05:52:24 +0000 2025,0,Aplikasi baru Speed ​​Man ini menghasilkan uang dengan sangat cepat. Masukkan ID undangan 62896302 dan Anda bisa mendapatkan Rp16K. https://t.co/ybhVSDy6Gs #saldogratis #kodeundagan #Chudai #viralvideo #Linkviral #nagita #KaburAjaDulu #IjazahJokowi #tre,1924704740723851700,,,in,,0,1,0,https://x.com/undefined/status/1924704740723851700,1666679998646988800,
1924203960271024567,Sun May 18 20:42:28 +0000 2025,44,Tatacwan model super tobrud https://t.co/V4jDm4nnnz https://t.co/mNtwzWb0W1 https://t.co/oOUXjSulMJ https://t.co/uy4TRTl2EU Grup #KaburAjaDulu Malam Minggu Ngontrak Menteri Tidur https://t.co/tpSthnaPA3 https://t.co/wBaUuL8YBX,1924203960271024567,https://pbs.twimg.com/media/GrQlHKRWIAAxlYK.png,,in,,0,1,9,https://x.com/undefined/status/1924203960271024567,1669864498105319424,
1923779786176102451,Sat May 17 16:37:00 +0000 2025,0, Cek videobook Bisa Bikin Brand di sini: https://t.co/fjfGU39S94 Belajar dari yang udah branding lebih lama dari umur akun X kamu. #KaburAjaDulu #KaburAjaDuluTapiBeliDulu #BrandingBukanMagic #SubiaktoBukanSubiAja #GagalBrandingGagalNikah,1923779797525856380,,2019a_sasono,in,,0,0,0,https://x.com/undefined/status/1923779797525856380,1883565964786282496,
1923776062246514814,Sat May 17 16:22:13 +0000 2025,0, Cek link https://t.co/fjfGU39S94 sebelum kamu jadi brand yang cuma dibahas di grup WA keluarga. #BisaBikinBrand #KaburAjaDulu #BrandingTapiBingung #LogoBukanIdentitas #BisnisRecehMauNaikKelas,1923776077576667300,,2019a_sasono,in,,0,0,0,https://x.com/undefined/status/1923776077576667300,1883565964786282496,
1923640498788630717,Sat May 17 11:25:04 +0000 2025,0,@RuangSenja_id Bisa bicara 4 bahasa biar bisa #KaburAjaDulu,1923701298693800321,,RuangSenja_id,in,,0,0,0,https://x.com/undefined/status/1923701298693800321,1616264875420049410,
1923261887296200711,Fri May 16 06:19:01 +0000 2025,0,ini baru hari jumat gajian masih dua hari lagi. tapi udah nggak sabar pengen beli barang ini. cek harga disini https://t.co/rOAPDQHr2A #KaburAjaDulu https://t.co/VlfPeZhOeX,1923261887296200711,https://pbs.twimg.com/media/GrDMINBaAAImgwf.jpg,,in,,0,0,0,https://x.com/undefined/status/1923261887296200711,1911485817907798016,
1922978629429981201,Thu May 15 11:33:29 +0000 2025,0,Di episode terbaru Jokowisme Uncensored kita bedah strategi kekuasaan Prabowo-Gibran sebagai penerus Jokowi beserta dampaknya bagi kesejahteraan rakyat. Dari peta kekuasaan skema ekonomi-politik sampai reaksi publik yang terpecah antara #KaburAjaDulu dan #LawanAjaDulu.,1922978641081778681,,KurawalFound_ID,in,,0,1,1,https://x.com/undefined/status/1922978641081778681,1157849243631026179,
1919365435054809501,Mon May 05 13:20:03 +0000 2025,3,@id_lgk Tim mengalami penurunan sejak gagal quadraple 2022: -Mane Firmino Fabinho out -gagal masuk UCL -Klopp out -Virgil Mo Salah masih belum renew contract -Tidak terlihat itikad FSG memperkuat tim selalu kami puas dg squad yg ada . mungkin dia mikir #KaburAjaDulu FSG telat !,1919381579178353025,,id_lgk,in,,0,1,0,https://x.com/undefined/status/1919381579178353025,1351877343522942976,
1919244751062413577,Mon May 05 04:19:08 +0000 2025,0,Daftar sekarang di: https://t.co/GZmdEU6zpL atau klik link di bio Instagram https://t.co/bE5ZI0Jc9x Saatnya #KaburAjaDulu dan wujudkan impianmu kerja di luar negeri! ️ Yuk pantau timeline-nya! https://t.co/gnEv1ZeNfX,1919245453767430470,https://pbs.twimg.com/media/GqKHbHNbEAA_aIV.jpg,waa_schoters,in,,0,1,0,https://x.com/undefined/status/1919245453767430470,1796074690416607232,
1918241792077815944,Fri May 02 09:50:57 +0000 2025,0,Ramai #KaburAjaDulu dan #Indonesiagelap Diaspora Pertanyakan Masa Depan RI https://t.co/rZsVh5Zcop,1918241792077815944,,,in,,0,0,0,https://x.com/undefined/status/1918241792077815944,1311183942037327872,
1918238251250589751,Fri May 02 09:36:52 +0000 2025,0,Persiapan JLPT N2 lengkap buat #KaburAjaDulu dalam 1 buku : Yosou Mondaishuu! Latihan karakter kosakata tata bahasa membaca &amp; mendengar. Penjelasan jawaban detail lengkap ya ada di buku terpisah bhs Inggris &amp; Mandarin. Bonus CD juga ada https://t.co/6d78iDHqKj https://t.co/XisbD4FsgI,1918238251250589751,https://pbs.twimg.com/media/Gp7zhSPbAAAgVDj.jpg,,in,,0,0,0,https://x.com/undefined/status/1918238251250589751,1570980115571679233,
1918098486266048881,Fri May 02 06:46:07 +0000 2025,0,@datsbiel Tagar #KaburAjaDulu lagi ramai? Sebelum beneran kabur mending upgrade dulu barang-barang kamu biar hidup lebih enak! Laptop skincare koper sampai outfit keren semua ada diskon di Lazada! Beli lewat link ini ya (ada komisi buat aku juga hehe): https://t.co/c99sLIyPg8 https://t.co/hsseuUaAZK,1918195279511339314,https://pbs.twimg.com/media/Gp7McPpawAk9HlR.jpg,septino_biel,in,,0,0,0,https://x.com/undefined/status/1918195279511339314,1840406554430087168,
1917971134735356231,Fri May 02 06:44:03 +0000 2025,0,@Berant_takan Tagar #KaburAjaDulu lagi ramai? Sebelum beneran kabur mending upgrade dulu barang-barang kamu biar hidup lebih enak! Laptop skincare koper sampai outfit keren semua ada diskon di Lazada! Beli lewat link ini ya (ada komisi buat aku juga hehe): https://t.co/c99sLIyPg8 https://t.co/nB14Rbg9kq,1918194759820296395,https://pbs.twimg.com/media/Gp7L95saIAA93qh.jpg,Berant_takan,in,,0,0,0,https://x.com/undefined/status/1918194759820296395,1840406554430087168,
1917971846835962303,Fri May 02 06:43:43 +0000 2025,0,@turutinxaja Tagar #KaburAjaDulu lagi ramai? Sebelum beneran kabur mending upgrade dulu barang-barang kamu biar hidup lebih enak! Laptop skincare koper sampai outfit keren semua ada diskon di Lazada! Beli lewat link ini ya (ada komisi buat aku juga hehe): https://t.co/c99sLIyPg8 https://t.co/Q02o4ACHX8,1918194675212861926,https://pbs.twimg.com/media/Gp7L5EMakAA-vnq.jpg,turutinxaja,in,,0,0,0,https://x.com/undefined/status/1918194675212861926,1840406554430087168,
1917595816891666499,Thu May 01 01:54:11 +0000 2025,10,@threadbcn semakin menguat statment #kaburajadulu kalo melihat kondisi jawa seperti ini,1917759423533179063,,catriionx,in,,0,0,0,https://x.com/undefined/status/1917759423533179063,1504704814319648782,
1917448066598330565,Wed Apr 30 05:16:58 +0000 2025,0,Tagar #KaburAjaDulu lagi ramai? Sebelum beneran kabur mending upgrade dulu barang-barang kamu biar hidup lebih enak! Laptop skincare koper sampai outfit keren semua ada diskon di Lazada! Baila Link : https://t.co/6ciCgsrkiu #coachNY #GiveawayIndonesia #bbtvi #zonajajanᅠᅠ https://t.co/exhkJCvMf4,1917448066598330565,https://pbs.twimg.com/media/Gpwk2uva0AAazFD.jpg,,in,,0,0,0,https://x.com/undefined/status/1917448066598330565,1840406554430087168,
1917051454608605537,Wed Apr 30 05:13:57 +0000 2025,0,@Ben3atha Tagar #KaburAjaDulu lagi ramai? Sebelum beneran kabur mending upgrade dulu barang-barang kamu biar hidup lebih enak! Laptop skincare koper sampai outfit keren semua ada diskon di Lazada! Beli lewat link ini : https://t.co/6ciCgsrkiu https://t.co/QQp98zqdoF,1917447310419915024,https://pbs.twimg.com/media/GpwkKtma4AAWqHW.jpg,Ben3attha,in,,0,0,0,https://x.com/undefined/status/1917447310419915024,1840406554430087168,
1917068746214281688,Wed Apr 30 05:13:05 +0000 2025,0,@Skenanews Tagar #KaburAjaDulu lagi ramai? Sebelum beneran kabur mending upgrade dulu barang-barang kamu biar hidup lebih enak! Laptop skincare koper sampai outfit keren semua ada diskon di Lazada! Beli lewat link ini ya (ada komisi buat aku juga hehe): https://t.co/6ciCgsrkiu https://t.co/GJkHNzmpw6,1917447088717324693,https://pbs.twimg.com/media/Gpwj91SaYAArGsc.jpg,Skenanews,in,,0,0,0,https://x.com/undefined/status/1917447088717324693,1840406554430087168,
1893832503992938820,Tue Apr 29 23:24:03 +0000 2025,0,Link tulisan yang lebih enak dibaca di @hariankompas di link berikut: https://t.co/2AbfW5nRgi,1917359254803210370,,udyn07,in,,0,0,1,https://x.com/undefined/status/1917359254803210370,59349330,
1916703922908995914,Mon Apr 28 05:23:27 +0000 2025,0,@GOAL_ID Yuk bisa yuk pada #KaburAjaDulu,1916724923579695129,,GOAL_ID,in,,0,0,0,https://x.com/undefined/status/1916724923579695129,471968954,
